-10000.0,-10000.0.1
8095.238095238095,-3968.253968253968
9365.079365079364,7777.777777777777
-158.73015873015902,158.73015873015902
8095.238095238095,-2380.9523809523807
-6882.977231675821,2152.029368664384
-1428.5714285714275,-8095.238095238095
9824.710364077931,2698.665023978766
4603.174603174604,8095.238095238095
-8095.238095238095,2698.4126984127
6825.396825396827,-9365.079365079366
-3333.333333333333,6507.936507936509
-3333.333333333333,3333.333333333334
9047.61904761905,10000.0
-2380.9523809523807,-7777.777777777777
-1202.1904721782148,5879.780592217966
793.6507936507933,-7777.777777777777
-5238.095238095238,1111.1111111111113
-4920.6349206349205,7777.777777777777
7460.317460317459,-793.6507936507933
-7777.777777777777,7777.777777777777
3333.333333333334,1111.1111111111113
-9047.619047619048,2380.9523809523816
1111.1111111111113,-10000.0
7142.857142857145,5873.015873015873
-1746.0317460317456,5238.095238095239
6417.906513037583,9352.078158128075
-1111.1111111111113,5555.555555555557
1111.1111111111113,-3968.253968253968
4181.045888385403,9620.365565891225
-4603.174603174603,-2380.9523809523807
-4285.714285714285,-158.73015873015902
1254.840072293045,9722.015267388057
7142.857142857145,-3650.79365079365
1111.1111111111113,1428.5714285714294
-1746.0317460317456,-6507.936507936508
-3015.873015873016,9682.539682539682
1928.332299257416,3213.470322204844
6190.476190476191,8730.158730158731
-2698.412698412698,2698.4126984127
-6633.043247723602,-4821.872914329175
9682.539682539682,-2380.9523809523807
9047.61904761905,-7777.777777777777
-7460.31746031746,-3015.873015873016
-9682.539682539682,-1428.5714285714275
-8730.15873015873,-7777.777777777777
158.73015873015902,-9365.079365079366
-6075.388489857839,1730.164093187675
7460.317460317459,1428.5714285714294
-3182.2694291010225,-2409.122812122726
-3650.79365079365,158.73015873015902
-8730.15873015873,-1111.1111111111113
8730.158730158731,9682.539682539682
8412.698412698413,4285.714285714286
3333.333333333334,-8095.238095238095
2698.4126984127,1746.0317460317456
3333.333333333334,6190.476190476191
2430.7725757436624,4387.109660805769
3650.793650793652,6825.396825396827
-6283.171986472434,6521.176796105234
-476.1904761904752,-9365.079365079366
-8730.15873015873,-9365.079365079366
4132.608597040472,-1925.7378713810544
2380.9523809523816,4920.6349206349205
-3968.253968253968,-9365.079365079366
5873.015873015873,3968.253968253968
2063.492063492064,8095.238095238095
-6507.936507936508,3015.873015873016
-1111.1111111111113,-9682.539682539682
705.1010395883997,6074.129876333918
476.19047619047706,5238.095238095239
-2906.2430947069265,1532.596853363813
1913.3373091330484,-7627.526780640071
-2698.412698412698,-476.1904761904752
-7504.866263069575,-6400.003238551395
476.19047619047706,3015.873015873016
6190.476190476191,5555.555555555557
-5238.095238095238,2063.492063492064
4285.714285714286,-3968.253968253968
-6825.396825396825,1746.0317460317456
4920.6349206349205,3333.333333333334
-1235.9682092068806,8205.71334978165
